City/Country,City,Name,Latitude,Longitude,Value,Type
"Kaunas, Lithuania",Kaunas,Lithuania,54.898214,23.904482,45.84,Restaurant Price Index
"Klaipeda, Lithuania",Klaipeda,Lithuania,55.712753,21.135047,46.6,Restaurant Price Index
"Braga, Portugal",Braga,Portugal,41.551058,-8.428005,36.9,Restaurant Price Index
"Kosice, Slovakia",Kosice,Slovakia,48.717227,21.249677,33.36,Restaurant Price Index
"Budapest, Hungary",Budapest,Hungary,47.498382,19.040471,40.43,Restaurant Price Index
"Brno, Czech Republic",Brno,Czech Republic,49.19506,16.606837,34.98,Restaurant Price Index
"Osijek, Croatia",Osijek,Croatia,45.554875,18.695359,36.36,Restaurant Price Index
"Gdansk, Poland",Gdansk,Poland,54.361434,18.628218,40.96,Restaurant Price Index
"Warsaw, Poland",Warsaw,Poland,52.233717,21.071411,42.2,Restaurant Price Index
"Gdynia, Poland",Gdynia,Poland,54.503833,18.462806,43.91,Restaurant Price Index
"Wroclaw, Poland",Wroclaw,Poland,51.108978,17.032669,39.12,Restaurant Price Index
"Olomouc, Czech Republic",Olomouc,Czech Republic,49.594057,17.251143,31.6,Restaurant Price Index
"Krakow (Cracow), Poland",Krakow (Cracow),Poland,50.060674,19.937139,38.32,Restaurant Price Index
"Poznan, Poland",Poznan,Poland,52.400632,16.919787,37.54,Restaurant Price Index
"Debrecen, Hungary",Debrecen,Hungary,47.531399,21.625978,33.04,Restaurant Price Index
"Bydgoszcz, Poland",Bydgoszcz,Poland,53.129746,18.02937,37.73,Restaurant Price Index
"Ostrava, Czech Republic",Ostrava,Czech Republic,49.834914,18.282008,32.47,Restaurant Price Index
"Podgorica, Montenegro",Podgorica,Montenegro,42.441524,19.262108,37.75,Restaurant Price Index
"Szczecin, Poland",Szczecin,Poland,53.429681,14.592913,34.7,Restaurant Price Index
"Bucharest, Romania",Bucharest,Romania,44.436141,26.10272,40.58,Restaurant Price Index
"Belgrade, Serbia",Belgrade,Serbia,44.817813,20.456897,38.34,Restaurant Price Index
"Lodz, Poland",Lodz,Poland,51.768732,19.456991,36.68,Restaurant Price Index
"Sofia, Bulgaria",Sofia,Bulgaria,42.697708,23.321867,34.44,Restaurant Price Index
"Sarajevo, Bosnia And Herzegovina",Sarajevo,Bosnia And Herzegovina,43.851977,18.386687,31.5,Restaurant Price Index
"Lublin, Poland",Lublin,Poland,51.246454,22.568446,34.11,Restaurant Price Index
"Katowice, Poland",Katowice,Poland,50.259899,19.021585,32.56,Restaurant Price Index
"Varna, Bulgaria",Varna,Bulgaria,43.21405,27.914733,34.85,Restaurant Price Index
"Timisoara, Romania",Timisoara,Romania,45.753836,21.225747,36.97,Restaurant Price Index
"Burgas, Bulgaria",Burgas,Bulgaria,42.444553,27.208265,33.58,Restaurant Price Index
"Cluj-Napoca, Romania",Cluj-Napoca,Romania,46.769379,23.589954,33.06,Restaurant Price Index
"Plovdiv, Bulgaria",Plovdiv,Bulgaria,42.141854,24.74993,33.1,Restaurant Price Index
"Banja Luka, Bosnia And Herzegovina",Banja Luka,Bosnia And Herzegovina,44.774118,17.196153,28.97,Restaurant Price Index
"Iasi, Romania",Iasi,Romania,47.161534,27.583614,34.64,Restaurant Price Index
"Sibiu, Romania",Sibiu,Romania,45.797391,24.15192,33.38,Restaurant Price Index
"Tirana, Albania",Tirana,Albania,41.315886,19.900912,32.05,Restaurant Price Index
"Oradea, Romania",Oradea,Romania,47.054916,21.928523,25.94,Restaurant Price Index
"Novi Sad, Serbia",Novi Sad,Serbia,45.255134,19.845176,28.89,Restaurant Price Index
"Skopje, Macedonia",Skopje,Macedonia,41.996092,21.431649,29.14,Restaurant Price Index
"Brasov, Romania",Brasov,Romania,45.652309,25.610275,33.82,Restaurant Price Index
"Nis, Serbia",Nis,Serbia,43.321504,21.89573,30.85,Restaurant Price Index
"Arad, Romania",Arad,Romania,46.293665,21.893762,28.55,Restaurant Price Index
"Craiova, Romania",Craiova,Romania,44.319016,23.796561,25.41,Restaurant Price Index
"Chisinau, Moldova",Chisinau,Moldova,47.024471,28.832253,25.5,Restaurant Price Index
"Odesa, Ukraine",Odesa,Ukraine,46.484302,30.732288,24.04,Restaurant Price Index
"Kiev, Ukraine",Kiev,Ukraine,50.450107,30.52405,22.01,Restaurant Price Index
"Dnipropetrovsk, Ukraine",Dnipropetrovsk,Ukraine,48.468022,35.041771,22.74,Restaurant Price Index
"Lviv, Ukraine",Lviv,Ukraine,49.841952,24.031592,17.88,Restaurant Price Index
"Kharkiv, Ukraine",Kharkiv,Ukraine,49.992318,36.231015,18.44,Restaurant Price Index
"London, United Kingdom",London,England,51.507351,-0.127758,96.36,Restaurant Price Index
"Milton Keynes, United Kingdom",Milton Keynes,England,52.04298,-0.758961,81.71,Restaurant Price Index
"Bath, United Kingdom",Bath,England,51.381386,-2.359696,83.51,Restaurant Price Index
"Reading, United Kingdom",Reading,England,51.451495,-0.983634,95.36,Restaurant Price Index
"Aberdeen, United Kingdom",Aberdeen,Scotland,57.148243,-2.092809,99.29,Restaurant Price Index
"Cambridge, United Kingdom",Cambridge,England,52.203482,0.123582,95.67,Restaurant Price Index
"Portsmouth, United Kingdom",Portsmouth,England,50.803683,-1.075614,89.21,Restaurant Price Index
"Oxford, United Kingdom",Oxford,England,51.752013,-1.25785,81.92,Restaurant Price Index
"Edinburgh, United Kingdom",Edinburgh,Scotland,55.953346,-3.188375,89.29,Restaurant Price Index
"York, United Kingdom",York,England,53.959055,-1.081536,85.11,Restaurant Price Index
"Bristol, United Kingdom",Bristol,England,51.453802,-2.597298,92.62,Restaurant Price Index
"Manchester, United Kingdom",Manchester,England,53.479489,-2.245115,85.92,Restaurant Price Index
"Brighton, United Kingdom",Brighton,England,50.82204,-0.137406,86.71,Restaurant Price Index
"Nottingham, United Kingdom",Nottingham,England,52.953419,-1.149646,75.29,Restaurant Price Index
"Coventry, United Kingdom",Coventry,England,52.408181,-1.510477,71.27,Restaurant Price Index
"Norwich, United Kingdom",Norwich,England,52.628606,1.29227,81.1,Restaurant Price Index
"Leeds, United Kingdom",Leeds,England,53.797418,-1.543794,91.99,Restaurant Price Index
"Sheffield, United Kingdom",Sheffield,England,53.380663,-1.470228,84.47,Restaurant Price Index
"Glasgow, United Kingdom",Glasgow,Scotland,55.860982,-4.248879,79.52,Restaurant Price Index
"Exeter, United Kingdom",Exeter,England,50.725562,-3.526911,82.78,Restaurant Price Index
"Birmingham, United Kingdom",Birmingham,England,52.47754,-1.894053,79.83,Restaurant Price Index
"Cardiff, United Kingdom",Cardiff,Wales,51.481655,-3.179193,72.66,Restaurant Price Index
"Southampton, United Kingdom",Southampton,England,50.902535,-1.404189,76,Restaurant Price Index
"Newcastle Upon Tyne, United Kingdom",Newcastle Upon Tyne,England,54.973847,-1.613157,78.46,Restaurant Price Index
"Liverpool, United Kingdom",Liverpool,England,53.407154,-2.991665,78.55,Restaurant Price Index
"Belfast, United Kingdom",Belfast,Northern Ireland,54.596441,-5.930276,79.19,Restaurant Price Index
"Derby, United Kingdom",Derby,England,52.921262,-1.476149,71.55,Restaurant Price Index
"Zurich, Switzerland",Zurich,Switzerland,47.376943,8.541406,142.7,Local Purchasing Power Index
"Geneva, Switzerland",Geneva,Switzerland,46.201756,6.146601,130.96,Local Purchasing Power Index
"Basel, Switzerland",Basel,Switzerland,47.559599,7.588576,139.01,Local Purchasing Power Index
"Bern, Switzerland",Bern,Switzerland,46.947974,7.447447,112.71,Local Purchasing Power Index
"Lausanne, Switzerland",Lausanne,Switzerland,46.521827,6.632702,127.95,Local Purchasing Power Index
"Reykjavik, Iceland",Reykjavik,Iceland,64.145981,-21.942237,88.95,Local Purchasing Power Index
"Stavanger, Norway",Stavanger,Norway,58.96896,5.729465,118.14,Local Purchasing Power Index
"Lugano, Switzerland",Lugano,Switzerland,46.00501,8.952028,119.86,Local Purchasing Power Index
"Oslo, Norway",Oslo,Norway,59.91333,10.73897,102.94,Local Purchasing Power Index
"Trondheim, Norway",Trondheim,Norway,63.430566,10.395193,108.29,Local Purchasing Power Index
"Bergen, Norway",Bergen,Norway,60.391263,5.322054,99.29,Local Purchasing Power Index
"Copenhagen, Denmark",Copenhagen,Denmark,55.686724,12.570072,113.31,Local Purchasing Power Index
"Luxembourg, Luxembourg",Luxembourg,Luxembourg,49.815868,6.129675,127.42,Local Purchasing Power Index
"Paris, France",Paris,France,48.856614,2.352222,97.62,Local Purchasing Power Index
"Limerick, Ireland",Limerick,Ireland,52.661252,-8.630124,93.93,Local Purchasing Power Index
"Arhus, Denmark",Arhus,Denmark,56.149628,10.213405,109.47,Local Purchasing Power Index
"Aalborg, Denmark",Aalborg,Denmark,57.048221,9.919394,106.35,Local Purchasing Power Index
"Stockholm, Sweden",Stockholm,Sweden,59.325117,18.071093,108.2,Local Purchasing Power Index
"Montpellier, France",Montpellier,France,43.611242,3.876734,74.25,Local Purchasing Power Index
"Dublin, Ireland",Dublin,Ireland,53.349764,-6.260273,88.11,Local Purchasing Power Index
"Linz, Austria",Linz,Austria,48.30694,14.28583,95.13,Local Purchasing Power Index
"Amsterdam, Netherlands",Amsterdam,Netherlands,52.37454,4.897976,101.7,Local Purchasing Power Index
"Antwerp, Belgium",Antwerp,Belgium,51.22111,4.399708,90.18,Local Purchasing Power Index
"Helsinki, Finland",Helsinki,Finland,60.169856,24.938379,113.87,Local Purchasing Power Index
"Grenoble, France",Grenoble,France,45.18756,5.735782,115.7,Local Purchasing Power Index
"Tampere, Finland",Tampere,Finland,61.498021,23.760312,111.28,Local Purchasing Power Index
"Florence, Italy",Florence,Italy,43.769871,11.255576,66.09,Local Purchasing Power Index
"Nice, France",Nice,France,43.700936,7.268391,107.04,Local Purchasing Power Index
"Leuven, Belgium",Leuven,Belgium,50.879202,4.701168,92.44,Local Purchasing Power Index
"Gent, Belgium",Gent,Belgium,50.879202,4.701168,96.27,Local Purchasing Power Index
"Milan, Italy",Milan,Italy,45.4668,9.1905,71.94,Local Purchasing Power Index
"Genoa, Italy",Genoa,Italy,44.40726,8.933862,71.66,Local Purchasing Power Index
"The Hague (Den Haag), Netherlands",The Hague (Den Haag),Netherlands,52.079984,4.311346,106.25,Local Purchasing Power Index
"Munich, Germany",Munich,Germany,48.137108,11.575382,118.19,Local Purchasing Power Index
"Lyon, France",Lyon,France,45.757814,4.832011,101.17,Local Purchasing Power Index
"Gothenburg, Sweden",Gothenburg,Sweden,57.707233,11.967017,112.1,Local Purchasing Power Index
"Brussels, Belgium",Brussels,Belgium,50.846557,4.351697,104.35,Local Purchasing Power Index
"Utrecht, Netherlands",Utrecht,Netherlands,52.080952,5.12768,105.9,Local Purchasing Power Index
"Cork, Ireland",Cork,Ireland,51.897928,-8.470581,105.57,Local Purchasing Power Index
"Toulouse, France",Toulouse,France,43.604462,1.444247,113.77,Local Purchasing Power Index
"Rotterdam, Netherlands",Rotterdam,Netherlands,51.922896,4.463173,102.03,Local Purchasing Power Index
"Dusseldorf, Germany",Dusseldorf,Germany,51.225402,6.776314,114.5,Local Purchasing Power Index
"Turku, Finland",Turku,Finland,60.451753,22.267052,125.14,Local Purchasing Power Index
"Padova, Italy",Padova,Italy,45.407717,11.873446,77.42,Local Purchasing Power Index
"Frankfurt, Germany",Frankfurt,Germany,50.110922,8.682127,142.76,Local Purchasing Power Index
"Hamburg, Germany",Hamburg,Germany,53.550341,10.000654,116.06,Local Purchasing Power Index
"Parma, Italy",Parma,Italy,44.801368,10.328083,84.79,Local Purchasing Power Index
"Maastricht, Netherlands",Maastricht,Netherlands,50.857985,5.696988,105.35,Local Purchasing Power Index
"Graz, Austria",Graz,Austria,47.070868,15.438279,106.41,Local Purchasing Power Index
"Galway, Ireland",Galway,Ireland,53.274412,-9.049063,100.11,Local Purchasing Power Index
"Malmo, Sweden",Malmo,Sweden,55.605293,13.000157,120.92,Local Purchasing Power Index
"Uppsala, Sweden",Uppsala,Sweden,59.858564,17.638927,119.75,Local Purchasing Power Index
"Lund, Sweden",Lund,Sweden,55.70293,13.192945,122.8,Local Purchasing Power Index
"Bologna, Italy",Bologna,Italy,44.49382,11.342633,76.44,Local Purchasing Power Index
"Sliema, Malta",Sliema,Malta,35.912761,14.502071,74.89,Local Purchasing Power Index
"Rome, Italy",Rome,Italy,41.894802,12.485338,72.78,Local Purchasing Power Index
"Eindhoven, Netherlands",Eindhoven,Netherlands,51.439265,5.478633,119.87,Local Purchasing Power Index
"Vienna, Austria",Vienna,Austria,48.208354,16.372504,98.88,Local Purchasing Power Index
"Lille, France",Lille,France,50.636565,3.063528,89.56,Local Purchasing Power Index
"Trieste, Italy",Trieste,Italy,45.650033,13.770656,90.05,Local Purchasing Power Index
"Bergamo, Italy",Bergamo,Italy,45.756656,9.754219,89.37,Local Purchasing Power Index
"Heidelberg, Germany",Heidelberg,Germany,49.398752,8.672434,133.23,Local Purchasing Power Index
"Mannheim, Germany",Mannheim,Germany,49.489291,8.46731,156.77,Local Purchasing Power Index
"Groningen, Netherlands",Groningen,Netherlands,53.219065,6.568008,105.46,Local Purchasing Power Index
"Karlsruhe, Germany",Karlsruhe,Germany,49.00689,8.403653,136.82,Local Purchasing Power Index
"Turin, Italy",Turin,Italy,45.070339,7.686864,85.62,Local Purchasing Power Index
"Stuttgart, Germany",Stuttgart,Germany,48.778449,9.180013,134.02,Local Purchasing Power Index
"Berlin, Germany",Berlin,Germany,52.517037,13.38886,114.09,Local Purchasing Power Index
"Palma De Mallorca, Spain",Palma De Mallorca,Spain,39.5696,2.65016,80.26,Local Purchasing Power Index
"Cologne, Germany",Cologne,Germany,50.938361,6.959974,131.06,Local Purchasing Power Index
"Bonn, Germany",Bonn,Germany,50.73743,7.098207,118.12,Local Purchasing Power Index
"Bremen, Germany",Bremen,Germany,53.07582,8.807165,131.14,Local Purchasing Power Index
"Bilbao, Spain",Bilbao,Spain,43.263005,-2.934992,92.96,Local Purchasing Power Index
"Nuremberg, Germany",Nuremberg,Germany,49.453872,11.077298,127.52,Local Purchasing Power Index
"Leipzig, Germany",Leipzig,Germany,51.340632,12.374733,91.69,Local Purchasing Power Index
"Aachen, Germany",Aachen,Germany,50.776351,6.083862,128.79,Local Purchasing Power Index
"Dresden, Germany",Dresden,Germany,51.049329,13.738144,105.93,Local Purchasing Power Index
"Naples, Italy",Naples,Italy,40.835934,14.248783,59.99,Local Purchasing Power Index
"Darmstadt, Germany",Darmstadt,Germany,49.872775,8.651177,145.86,Local Purchasing Power Index
"Barcelona, Spain",Barcelona,Spain,41.387397,2.168568,77.27,Local Purchasing Power Index
"Marseille, France",Marseille,France,43.296174,5.369953,104.22,Local Purchasing Power Index
"Hanover, Germany",Hanover,Germany,52.374478,9.738553,160.86,Local Purchasing Power Index
"Malta, Malta",Malta,Malta,35.937496,14.375416,72.13,Local Purchasing Power Index
"Madrid, Spain",Madrid,Spain,40.416705,-3.703582,96.36,Local Purchasing Power Index
"Nicosia, Cyprus",Nicosia,Cyprus,35.180282,33.373696,90.59,Local Purchasing Power Index
"Ljubljana, Slovenia",Ljubljana,Slovenia,46.049815,14.506782,74.7,Local Purchasing Power Index
"Zaragoza (Saragossa), Spain",Zaragoza (Saragossa),Spain,41.652134,-0.880943,77.87,Local Purchasing Power Index
"Thessaloniki, Greece",Thessaloniki,Greece,40.640063,22.944419,48.72,Local Purchasing Power Index
"Athens, Greece",Athens,Greece,37.983941,23.728305,52.86,Local Purchasing Power Index
"Limassol, Cyprus",Limassol,Cyprus,34.68529,33.033266,93.12,Local Purchasing Power Index
"Martin, Slovakia",Martin,Slovakia,49.072492,18.929193,44.36,Local Purchasing Power Index
"Tallinn, Estonia",Tallinn,Estonia,59.437216,24.745369,74.02,Local Purchasing Power Index
"Valencia, Spain",Valencia,Spain,39.469901,-0.375951,90.71,Local Purchasing Power Index
"Sevilla, Spain",Sevilla,Spain,37.38863,-5.99534,81.43,Local Purchasing Power Index
"Larnaca, Cyprus",Larnaca,Cyprus,34.923609,33.623618,83.19,Local Purchasing Power Index
"Split, Croatia",Split,Croatia,43.508132,16.440193,53.22,Local Purchasing Power Index
"Rijeka, Croatia",Rijeka,Croatia,45.326936,14.440984,51.41,Local Purchasing Power Index
"Zagreb, Croatia",Zagreb,Croatia,45.813177,15.977048,64.19,Local Purchasing Power Index
"Lisbon, Portugal",Lisbon,Portugal,38.707751,-9.136592,58.48,Local Purchasing Power Index
"Patras, Greece",Patras,Greece,38.246242,21.735085,64.63,Local Purchasing Power Index
"Malaga, Spain",Malaga,Spain,36.721303,-4.421637,94.71,Local Purchasing Power Index
"Funchal, Portugal",Funchal,Portugal,32.64965,-16.908678,52.72,Local Purchasing Power Index
"Tartu, Estonia",Tartu,Estonia,58.374844,26.730244,75.23,Local Purchasing Power Index
"Porto, Portugal",Porto,Portugal,41.157944,-8.629105,63.31,Local Purchasing Power Index
"Riga, Latvia",Riga,Latvia,56.949398,24.105185,53.77,Local Purchasing Power Index
"Coimbra, Portugal",Coimbra,Portugal,40.21098,-8.429206,75.56,Local Purchasing Power Index
"Granada, Spain",Granada,Spain,37.183054,-3.602193,94.61,Local Purchasing Power Index
"Vilnius, Lithuania",Vilnius,Lithuania,54.687046,25.282911,56.97,Local Purchasing Power Index
"Prague, Czech Republic",Prague,Czech Republic,50.087465,14.421254,77.13,Local Purchasing Power Index
"Bratislava, Slovakia",Bratislava,Slovakia,48.135908,17.159744,72.75,Local Purchasing Power Index
"Santa Cruz De Tenerife, Spain",Santa Cruz De Tenerife,Spain,28.469648,-16.254088,93.75,Local Purchasing Power Index
"Las Palmas, Spain",Las Palmas,Spain,27.958,-15.606231,84.11,Local Purchasing Power Index
"Kaunas, Lithuania",Kaunas,Lithuania,54.898214,23.904482,57.97,Local Purchasing Power Index
"Klaipeda, Lithuania",Klaipeda,Lithuania,55.712753,21.135047,58.53,Local Purchasing Power Index
"Braga, Portugal",Braga,Portugal,41.551058,-8.428005,71.62,Local Purchasing Power Index
"Kosice, Slovakia",Kosice,Slovakia,48.717227,21.249677,61.62,Local Purchasing Power Index
"Budapest, Hungary",Budapest,Hungary,47.498382,19.040471,55.54,Local Purchasing Power Index
"Brno, Czech Republic",Brno,Czech Republic,49.19506,16.606837,73.86,Local Purchasing Power Index
"Osijek, Croatia",Osijek,Croatia,45.554875,18.695359,58.44,Local Purchasing Power Index
"Gdansk, Poland",Gdansk,Poland,54.361434,18.628218,72.77,Local Purchasing Power Index
"Warsaw, Poland",Warsaw,Poland,52.233717,21.071411,77.31,Local Purchasing Power Index
"Gdynia, Poland",Gdynia,Poland,54.503833,18.462806,72.98,Local Purchasing Power Index
"Wroclaw, Poland",Wroclaw,Poland,51.108978,17.032669,74.19,Local Purchasing Power Index
"Olomouc, Czech Republic",Olomouc,Czech Republic,49.594057,17.251143,79.5,Local Purchasing Power Index
"Krakow (Cracow), Poland",Krakow (Cracow),Poland,50.060674,19.937139,73.59,Local Purchasing Power Index
"Poznan, Poland",Poznan,Poland,52.400632,16.919787,74.63,Local Purchasing Power Index
"Debrecen, Hungary",Debrecen,Hungary,47.531399,21.625978,48.52,Local Purchasing Power Index
"Bydgoszcz, Poland",Bydgoszcz,Poland,53.129746,18.02937,66.01,Local Purchasing Power Index
"Ostrava, Czech Republic",Ostrava,Czech Republic,49.834914,18.282008,78.36,Local Purchasing Power Index
"Podgorica, Montenegro",Podgorica,Montenegro,42.441524,19.262108,51.8,Local Purchasing Power Index
"Szczecin, Poland",Szczecin,Poland,53.429681,14.592913,60.33,Local Purchasing Power Index
"Bucharest, Romania",Bucharest,Romania,44.436141,26.10272,58.75,Local Purchasing Power Index
"Belgrade, Serbia",Belgrade,Serbia,44.817813,20.456897,40.25,Local Purchasing Power Index
"Lodz, Poland",Lodz,Poland,51.768732,19.456991,70.09,Local Purchasing Power Index
"Sofia, Bulgaria",Sofia,Bulgaria,42.697708,23.321867,60.66,Local Purchasing Power Index
"Sarajevo, Bosnia And Herzegovina",Sarajevo,Bosnia And Herzegovina,43.851977,18.386687,48.89,Local Purchasing Power Index
"Lublin, Poland",Lublin,Poland,51.246454,22.568446,57.02,Local Purchasing Power Index
"Katowice, Poland",Katowice,Poland,50.259899,19.021585,81.77,Local Purchasing Power Index
"Varna, Bulgaria",Varna,Bulgaria,43.21405,27.914733,48.43,Local Purchasing Power Index
"Timisoara, Romania",Timisoara,Romania,45.753836,21.225747,59.09,Local Purchasing Power Index
"Burgas, Bulgaria",Burgas,Bulgaria,42.444553,27.208265,50.53,Local Purchasing Power Index
"Cluj-Napoca, Romania",Cluj-Napoca,Romania,46.769379,23.589954,59.81,Local Purchasing Power Index
"Plovdiv, Bulgaria",Plovdiv,Bulgaria,42.141854,24.74993,54.98,Local Purchasing Power Index
"Banja Luka, Bosnia And Herzegovina",Banja Luka,Bosnia And Herzegovina,44.774118,17.196153,51.24,Local Purchasing Power Index
"Iasi, Romania",Iasi,Romania,47.161534,27.583614,51.29,Local Purchasing Power Index
"Sibiu, Romania",Sibiu,Romania,45.797391,24.15192,54.27,Local Purchasing Power Index
"Tirana, Albania",Tirana,Albania,41.315886,19.900912,38.05,Local Purchasing Power Index
"Oradea, Romania",Oradea,Romania,47.054916,21.928523,46.65,Local Purchasing Power Index
"Novi Sad, Serbia",Novi Sad,Serbia,45.255134,19.845176,48.41,Local Purchasing Power Index
"Skopje, Macedonia",Skopje,Macedonia,41.996092,21.431649,41.99,Local Purchasing Power Index
"Brasov, Romania",Brasov,Romania,45.652309,25.610275,67.91,Local Purchasing Power Index
"Nis, Serbia",Nis,Serbia,43.321504,21.89573,38.68,Local Purchasing Power Index
"Arad, Romania",Arad,Romania,46.293665,21.893762,60.77,Local Purchasing Power Index
"Craiova, Romania",Craiova,Romania,44.319016,23.796561,58.56,Local Purchasing Power Index
"Chisinau, Moldova",Chisinau,Moldova,47.024471,28.832253,31.39,Local Purchasing Power Index
"Odesa, Ukraine",Odesa,Ukraine,46.484302,30.732288,27.73,Local Purchasing Power Index
"Kiev, Ukraine",Kiev,Ukraine,50.450107,30.52405,37.48,Local Purchasing Power Index
"Dnipropetrovsk, Ukraine",Dnipropetrovsk,Ukraine,48.468022,35.041771,31.06,Local Purchasing Power Index
"Lviv, Ukraine",Lviv,Ukraine,49.841952,24.031592,26.88,Local Purchasing Power Index
"Kharkiv, Ukraine",Kharkiv,Ukraine,49.992318,36.231015,27.19,Local Purchasing Power Index
"London, United Kingdom",London,England,51.507351,-0.127758,92.61,Local Purchasing Power Index
"Milton Keynes, United Kingdom",Milton Keynes,England,52.04298,-0.758961,90.17,Local Purchasing Power Index
"Bath, United Kingdom",Bath,England,51.381386,-2.359696,117.98,Local Purchasing Power Index
"Reading, United Kingdom",Reading,England,51.451495,-0.983634,130.18,Local Purchasing Power Index
"Aberdeen, United Kingdom",Aberdeen,Scotland,57.148243,-2.092809,115.94,Local Purchasing Power Index
"Cambridge, United Kingdom",Cambridge,England,52.203482,0.123582,105.39,Local Purchasing Power Index
"Portsmouth, United Kingdom",Portsmouth,England,50.803683,-1.075614,94.57,Local Purchasing Power Index
"Oxford, United Kingdom",Oxford,England,51.752013,-1.25785,86.68,Local Purchasing Power Index
"Edinburgh, United Kingdom",Edinburgh,Scotland,55.953346,-3.188375,104.25,Local Purchasing Power Index
"York, United Kingdom",York,England,53.959055,-1.081536,110.55,Local Purchasing Power Index
"Bristol, United Kingdom",Bristol,England,51.453802,-2.597298,108.18,Local Purchasing Power Index
"Manchester, United Kingdom",Manchester,England,53.479489,-2.245115,98.91,Local Purchasing Power Index
"Brighton, United Kingdom",Brighton,England,50.82204,-0.137406,83.51,Local Purchasing Power Index
"Nottingham, United Kingdom",Nottingham,England,52.953419,-1.149646,107.61,Local Purchasing Power Index
"Coventry, United Kingdom",Coventry,England,52.408181,-1.510477,133.86,Local Purchasing Power Index
"Norwich, United Kingdom",Norwich,England,52.628606,1.29227,89.95,Local Purchasing Power Index
"Leeds, United Kingdom",Leeds,England,53.797418,-1.543794,109.59,Local Purchasing Power Index
"Sheffield, United Kingdom",Sheffield,England,53.380663,-1.470228,110.96,Local Purchasing Power Index
"Glasgow, United Kingdom",Glasgow,Scotland,55.860982,-4.248879,124.11,Local Purchasing Power Index
"Exeter, United Kingdom",Exeter,England,50.725562,-3.526911,86.66,Local Purchasing Power Index
"Birmingham, United Kingdom",Birmingham,England,52.47754,-1.894053,106.25,Local Purchasing Power Index
"Cardiff, United Kingdom",Cardiff,Wales,51.481655,-3.179193,109.78,Local Purchasing Power Index
"Southampton, United Kingdom",Southampton,England,50.902535,-1.404189,116.26,Local Purchasing Power Index
"Newcastle Upon Tyne, United Kingdom",Newcastle Upon Tyne,England,54.973847,-1.613157,127.4,Local Purchasing Power Index
"Liverpool, United Kingdom",Liverpool,England,53.407154,-2.991665,116.18,Local Purchasing Power Index
"Belfast, United Kingdom",Belfast,Northern Ireland,54.596441,-5.930276,103.27,Local Purchasing Power Index
"Derby, United Kingdom",Derby,England,52.921262,-1.476149,110.83,Local Purchasing Power Index